,file,source company,authors,company symbols,company names,trade call,target price,possible sources,,
397,The End of Fair Trade Brochure FINAL.pdf,['smartkarma'],['sales'],['CHI'],[],,,"['smartkarma', 'US Census Bureau']",,
398,BESI_MAX_IN_20150128.pdf,['espiritosantoib'],['nidhesh.jain'],[],['Max India Ltd.'],Buy,3,"['espiritosantoib', 'Company Data']",,
399,APM_Industries-Buy_Report-220113.pdf,['sunidhi'],['vijaydave'],['APM IN'],[],,,['sunidhi'],,
400,AF_Animals_Milk_Dairy_Intro.pdf,['Others'],['Administrator'],['MMP'],[],,,[],,
401,JM Financial - PI Industries Ltd. - Order Book Growth Continues.pdf,['jmfl'],"['pramod.krishna', 'abhishek.anand']",[],[],Buy,75,"['jmfl', 'JM Financial']",,
402,IDR_ONMB_050812_10112.pdf,['icicisecurities'],"['anil.shenoy', 'pankaj.pandey', 'karan.mittal', 'research']",['ICICI'],[],Buy,65,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
403,COROMANDEL - PL.pdf,['plindia'],['balwindarsingh'],[],[],,,"['plindia', 'PL Research.']",,
404,HDFC_Life_Annual_Report_10-11.pdf,['hdfclife'],['response'],"['ICICI', 'STAN', 'GRUH', 'TOTAL', 'MARG', 'ATUL', 'HDFC', 'CRISIL']","['ICICI Bank Ltd.', 'HDFC Bank Ltd.', 'Indian Railway Finance Corporation', 'Andhra Bank', 'United Bank of India', 'Corporation Bank', 'Reverse Repo', 'State Bank Of India', 'Allahabad Bank', 'Punjab National Bank', 'Union Bank Of India', 'Indian Overseas Bank', 'Canara Bank', 'Oriental Bank Of Commerce', 'Indian Bank']",Buy,2005,['hdfclife'],,
405,VCPEFall2005syllabus.pdf,['haas'],['mba295B-1'],[],[],,,['haas'],,
406,AUTO-SALES-20140929-MOSL-SU-PG004.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Email:anosh.Koppikar', 'Chirag.Jain', 'Jinesh']",[],[],,,"['MotilalOswal', 'motilaloswal']",,
407,Memorandum_Articles.pdf,['FS'],['i) IL'],"['ACC', 'IFCI']",[],,,['FS'],,
408,FCH_AR_FINAL-2010-11.pdf,['futurecapital'],['fch.contactus'],"['ACC', 'IDBI', 'ICICI', 'STAN', 'SCI', 'IDFC', 'HDFC', 'HCC']","['Jagran Prakashan Ltd.', 'Andhra Bank', 'United Bank of India', 'Corporation Bank', 'Indian Overseas Bank', 'Timex Group India Ltd.']",Sell,10,['futurecapital'],,
409,June 2012 Presentation.pdf,['ashianahousing'],['investorrelations'],[],[],,,['ashianahousing'],,
410,winter20071.pdf,['ipia'],"['octgtrng', 'ipia_molinar', 'molinar']",[],[],,,"['ipia', 'yahoo']",,
411,"Transcript of the Q1 2018-19 Earnings Conference Call held at 19 00 hrs IST on July 10, 2018 (1).pdf",['Others'],['Punit Jani'],['TCS'],[],,,[],,
412,Dynamatic+Technologi...R_QuarterlyUpdateFirstCut.pdf,['crisil'],"['sguruprasad', 'clientservicing', 'udshah']","['DYNAMATECH', 'CRISIL']",[],,,"['crisil', 'CRISIL Research estimate']",,
413,"[Kotak] Infrastructure, September 1, 2016.pdf",['kotak'],"['harish.bihani', 'aditya.mongia', 'kotak.research', 'ajinkya.bhat']",[],[],,12,"['kotak', 'Kotak Institutional Equities']",,
414,"Deutsche Bank- Indraprastha Gas Alert -Visibility for growth remains weak beyond FY17, maintain Hold.pdf",['db'],"['harshad.katkar', 'amit.murarka']","['GAIL', 'IGL', 'IGL IN']",[],,,"['db', 'Deutsche Bank']",,
415,Bharti Infratel Buyback.pdf,['bharti-infratel'],"['karl.sahukar', 'project.infratelbuyback', ':www.bharti-infratel.com;\tEmail:\tcompliance.officer', 'compliance.officer', 'infratelbuybackoffer']","['NH', 'BHARTI IN', 'VASA', 'INFRATEL', 'BATLIBOI']",[],Buy,2016,"['karvy', 'bharti-infratel', 'kotak']",,
416,Castrol+India+-+4QCY11+B&K.pdf,['bksec'],"['annamalai.jayaraj', 'dishant.tandon']",['CSTRL IN'],[],Buy,479,['bksec'],,
417,"Cadila Healthcare_Company update_Nov 29, 2017.pdf",['sparkcapital'],"['krishnaprakash', 'harith']","['CIPLA', 'TOTAL', 'CDH IN']",[],Buy,505,"['sparkcapital', 'Spark Capital']",,
418,urban_realestate.pdf,['kpmg'],"['utkarshp', 'nitinatroley', 'nbansal']",['PNB'],[],Buy,500,"['kpmg', 'KPMG in India’s analysis August 2016']",,
419,Varun Beverages- JM Financial.pdf,['jmfl'],"['ruchir.jhunjhunwala', 'sunny.shah', 'richard.liu', 'jmfinancial.research', 'vicky.punjabi']",[],[],Buy,710,"['jmfl', 'JM Financial']",,
420,TTMYGH_02_Dec_2013.pdf,['MauldinEconomics'],['service'],['TOTAL'],[],Sell,3,"['MauldinEconomics', 'Bloomberg']",,
421,NBFC _ CS.pdf,['credit-suisse'],"['sunil.tirumalai', 'ashish.gupta', 'viral.shah']","['M&M', 'PNB', 'IIFL', 'LT', 'HDFC', 'MCL']",[],,12,"['credit-suisse', 'Credit Suisse estimates']",,
422,infrastructure-publications-case-notes-city-natural-gas-distribution.pdf,['crisil'],"['www', 'crisilinfrastructure', 'skumar', 'nzamre']",['CRISIL'],[],,,"['crisil', 'Energy Information administration']",,
423,IDirect_NHPC_Q4FY17.pdf,['icicisecurities'],"['pankaj.pandey', 'shah.chirag', 'research']","['NH', 'NHPC', 'ICICI']",[],Buy,12,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
424,UPL - 1QFY19 RU - JM Financial.pdf,['jmfl'],"['mehul.thanawala', 'ashish.mendhekar']",['UPL'],[],Buy,815,"['jmfl', 'Company']",,
425,2007.10.02 NHR COA merger investor presentation.pdf,[' 4990390'],['c2a390'],[],[],,,[' 4990390'],,
426,INDIGO-20171124-MOSL-CU-PG016.pdf,['MotilalOswal'],"['Abhinil.Dahiwale', 'Swarnendu.Bhushan']","['INDIGO IN', 'INDIGO']",[],Buy,473,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
427,TTMT-20141016-MOSL-PG004.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Email:anosh.Koppikar', 'Chirag.Jain', 'Jinesh']",['TTMT IN'],[],,,"['MotilalOswal', 'motilaloswal']",,
428,Finolex Q3FY19-Presentation.pdf,['Others'],['Marcom-pc'],['NH'],[],,,[],,
429,ENGG-INVESTMENT-20150223-MOSL-FC-PG022.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Amit.Shah', 'anosh.Koppikar', 'AgarwalS']","['KEC', 'BEL', 'LT', 'ITC', 'ABB', 'BHEL']",[],,,"['MotilalOswal', 'motilaloswal', 'CMIE']",,
430,ICICI-Securities-Housing-Finance-Companies-Firm-Foundation.pdf,['icicisecurities'],"['shashin.upadhyay', 'ujjwal.somani', 'santanu.chakrabarti']","['PTC', 'ICICI', 'PNB', 'NH', 'GRUH', 'LT', 'DHFL', 'ICRA', 'HDFC']",['Punjab & Sind Bank'],Sell,222,"['icicisecurities', 'I-Sec research']",,
431,AGIC 2014-10TH-POST CONFERENCE-MOSL-PG130.pdf,['MotilalOswal'],['prashant'],"['CESC', 'ICICIBC IN', 'PEPL', 'GAIL IN', 'CBK IN', 'BHEL', 'HDFCB IN', 'GPPV IN', 'GRASIM IN', 'LICHF IN', 'HNDL IN', 'TTAN IN', 'RIL IN', 'DABUR IN', 'HDFC', 'YES IN', 'IDFC', 'VJYBK IN', 'HCLT IN', 'FB IN', 'CAIR IN', 'APNT IN', 'ALPM IN', 'INFO IN', 'VOLT IN', 'TECHM', 'ONGC', 'IPCA IN', 'MCHM IN', 'PEPL IN', 'SBIN', 'IDEA IN', 'HDFC IN', 'BPCL IN', 'SUNP IN', 'TTKPT IN', 'DBCL IN', 'IDFC IN', 'PVR', 'KSCL IN', 'TCS', 'WPRO IN', 'PNB IN', 'PWGR IN', 'ICICI', 'JSTL IN', 'HAVL IN', 'JSP IN', 'UNBK IN', 'MRCO IN', 'BHEL IN', 'CESC IN', 'VATW IN', 'IGL', 'KSCL', 'PIDI IN', 'GNP IN', 'BPCL', 'BATA IN', 'PNB', 'JSW IN', 'TCS IN', 'COXK IN', 'TVSL IN', 'DELTA IN', 'ACC IN', 'TECHM IN', 'JUST IN', 'TTMT IN', 'BAF IN', 'RELI IN', 'CDH IN', 'PVRL IN', 'IDEA', 'LT IN', 'ACE', 'BOI IN', 'CRIN IN', 'JI IN', 'MM IN', 'TMX IN', 'GCPL IN', 'HMN IN', 'IIB IN', 'COAL IN', 'ONGC IN', 'DRRD IN', 'SOBHA IN', 'MMFS IN', 'GRASIM', 'ACEM IN', 'Z IN', 'IGL IN', 'SOBHA', 'LT', 'BHARTI IN', 'AIAE IN', 'DABUR', 'GAIL', 'KMB IN', 'RCAPT IN', 'SHTF IN', 'THEAL IN', 'ACC', 'VYSB IN', 'HUVR IN', 'AXSB IN', 'IHFL IN', 'SBIN IN']","['Canara Bank', 'Indian Bank', 'Punjab National Bank']",Buy,620,"['MotilalOswa', 'MotilalOswal', 'motilaloswal']",,
432,KKC-20160805-MOSL-RU-PG010.pdf,['motilaloswal'],"['kadambari.balachandran', 'Varun.kumar']",['KKC IN'],[],Buy,865,"['motilaloswal', 'MOSL']",,
433,Torrent_Pharma_-_3QFY17-_HDFC_sec.pdf,['hdfcsec'],"['amey.chalke', 'siddhant.mansukhani']","['TOTAL', 'LT', 'HDFC', 'TRP IN']",[],,,"['hdfcsec', 'HDFC sec Inst Research']",,
434,City Union Bank - Initiating Coverage.pdf,['Edelweiss Research'],['BharatR'],"['TOTAL', 'CUB', 'HDFC', 'CUBK IN']",[],Buy,25,['Edelweiss Research'],,
435,TIL_Annual_Report2012-13.pdf,['cbmsl'],['rta'],"['TNPL', 'TOTAL', 'CDSL', 'TIL', 'HDFC', 'KSB', 'TI']","['Axis Bank Ltd.', 'HDFC Bank Ltd.']",Sell,12,['cbmsl'],,
436,Thyrocare_Initiation_25April2017.pdf,['jmfl'],"['agraj.shah', 'ruchir.jhunjhunwala', 'sunny.shah', 'anmol.ganjoo', 'jmfinancial.research']","['NH', 'HPL']",[],Sell,20,"['jmfl', 'JM Financial']",,
437,INL-SI-120716.pdf,['idbicapital'],"['umesh.patel', 'dealing']","['IDBI', 'IDEA', 'INNA IN']",['Indo-National Ltd.'],Buy,247,"['idbicapital', 'Company; IDBI Capital Research']",,
438,TEST FOR ECHO EDITEDV2.pdf,['morganstanley'],['morganstanley.research'],"['ONGC', 'ONGC IN', 'IRB', 'HDFC IN', 'BOB IN', 'ITC', 'SOBHA IN', 'SUNP IN', 'HDFCB IN', 'NTPC', 'TCS IN', 'Z IN', 'NCC', 'BJAUT IN', 'SOBHA', 'LT', 'DLF', 'DABUR IN', 'RIL IN', 'TTMT/A IN', 'BHARTI IN', 'IOC', 'TCS', 'HDFC', 'MSIL IN', 'ICICI', 'DABUR', 'GAIL', 'IDFC', 'TATA IN', 'LT IN', 'NMDC', 'AL IN', 'INFO IN', 'ITC IN']","['Bajaj Auto Ltd.', 'Punjab National Bank']",Sell,12,"['morganstanley', 'MSCI']",,
439,IDirect_VSTTillers_Q1FY18.pdf,['icicisecurities'],"['shashank.kanodia', 'pankaj.pandey', 'shah.chirag', 'research']",['ICICI'],[],Buy,2200,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
440,coal india MOSL 02052017.pdf,['motilaloswal'],['Varun.kumar'],"['NMDC', 'COAL IN', 'CCL', 'SAIL', 'MCL']",[],Buy,75,"['motilaloswal', 'Company']",,
441,KULKARNI.pdf,['Others'],['THOE6FInn'],"['INTEGRA', 'TI']",[],,,[''],,
442,Kotak India-19June 2018_India_Daily.pdf,['kotak'],"['nischint.chawathe', 'kotak.research', 'mb.mahesh', 'dipanjan.ghosh', 'kawaljeet.saluja', 'jaykumar.doshi']","['UT IN', 'NEST IN', 'ICICI', 'RCOM', 'VEDL', 'HDIL IN', 'TCS', 'HDIL', 'KMB IN', 'UBBL IN', 'SAIL IN', 'VEDL IN', 'JPA IN', 'SAIL', 'RCOM IN', 'TCS IN']",[],Buy,17,"['kotak', 'Bloomberg']",,
443,ICICI Pru Life - BAML.pdf,['baml'],['veekesh.gandhi'],"['IIB IN', 'PNB', 'SBIN', 'ICICIBC IN', 'BOB IN', 'HDFC IN', 'CBK IN', 'MMFS IN', 'HDFCB IN', 'PNBHOUSI IN', 'POWF IN', 'LICHF IN', 'HDFC', 'YES IN', 'ICICI', 'UNBK IN', 'KMB IN', 'FB IN', 'SHTF IN', 'AXSB IN', 'IHFL IN', 'SBIN IN', 'IPRU IN']","['Cash & Cash Equivalent', 'Canara Bank', 'Indiabulls Housing Finance Ltd.']",Buy,227,['baml'],,
444,Untitled attachment 00160.pdf,['equirus'],['Harshit Patel'],"['SOTL', 'SOTL IN', 'HFCL', 'LT']",['Sterlite Technologies Ltd.'],Buy,300,"['equirus', 'Equirus Securities']",,
445,Jyothy Most.pdf,[' 11'],"['WC ', 'NCD ']","['ITC', 'JYL IN']",[],Buy,320,"['9', ' 11', '10', 'MOSL']",,
446,Cautious-and-choosy-Quality-to-the-fore.pdf,['hdfcsec'],['OPS'],"['MINDTREE', 'POWERGRID', 'COAL IN', 'TCS', 'LT', 'HDFC', 'MARUTI']",[],Sell,50,['hdfcsec'],,
447,India Steel UBS.pdf,['ubs'],"['william.vanderpump', 'ishank.kumar', 'vishal.goyal']","['ICICI', 'PNB', 'OCL', 'SPECTRUM', 'PSL', 'SAIL', 'TI']",[],Buy,,"['ubs', 'Thomson Financial']",,
448,investment_strategy3.pdf,['www.archives.gov'],['megesko'],[],[],,,['www.archives.gov'],,
449,ar_jyothy.pdf,['rathi'],"['shirishpardeshi', 'aniruddhajoshi1']","['ITC', 'JYL IN']",[],Buy,210,"['rathi', 'Anand Rathi Research']",,
450,tubeinstallation_tools.pdf,['Others'],['NA'],"['PNEUMATIC', 'SIL']",[],,,[],,
451,Double_shift_secondary_schools_En01.pdf,['worldbank'],"['eservice', 'e28098']",[],[],,,"['', 'worldbank', 'OECD 1998']",,
452,AnchorErngGrwth_25112015.pdf,['kimiandpartners'],['krishnaraj.v'],[],[],,,['kimiandpartners'],,
453,CLSA G & F 2015.pdf,['clsa'],['christopher.wood'],[],[],,,"['clsa', 'CEIC Data']",,
454,BHFC-20171108-MOSL-RU-PG010.pdf,['MotilalOswal'],"['Deep.Shah', 'Jinesh', 'Suneeta.Kamath']","['BHFC IN', 'RELIANCE', 'M&M']",[],Buy,844,"['MotilalOswal', 'MOSL']",,
455,How To Make Prudent Investments For Your Organization.pdf,['2004 Yearbook'],['e28098'],"['THE IN', 'STAN', 'ERIS', 'TI']",[],Sell,8,"['', '2004 Yearbook']",,
456,5328910312.pdf,['trisyscom'],['info'],"['HDFC', 'IDBI', 'ICICI']",['Andhra Bank'],Buy,31,['trisyscom'],,
457,Real_Estate_-_4QFY17_Results_Preview_-_HDFC_sec.pdf,['hdfcsec'],['parikshitd.kandpal'],"['DLF', 'HDFC', 'AVG']",[],,,"['hdfcsec', 'Commercial - Cushman Wakefield']",,
458,AGM 07 to 08.pdf,['yahoo'],['rajandravica'],"['EDSERV', 'TOTAL']",[],,,['yahoo'],,
459,Deloitte  -  The Untold Story Of America’s Debt.pdf,['-'],['aalclal'],['CONTI'],[],,,"['-', 'Afghanistan']",,
460,analysts_meet May_2_2014.pdf,['Capitaline'],['shubhra_trivedi'],[],[],,,['Capitaline'],,
461,Satellic.pdf,['t-systems'],['uwe.leinberger'],[],[],,,"['t-systems', 'Sonderbericht BAG 09/2005']",,
462,HDFC-TTK PRESTIGE-CLSA.pdf,['clsa'],"['prakhar.sharma', 'vivek.maheshwari', 'abhishek.tyagi', 'aashish.agarwal', 'jaibir.sethi']","['ONGC', 'PNB', 'IRB', 'ITC', 'MTNL', 'BHEL', 'TTKPT IN', 'NTPC', 'DLF', 'IOC', 'TCS', 'HDFC', 'ICICI', 'PFC', 'IDFC', 'HDIL', 'NHPC', 'DRL', 'SAIL', 'ACC', 'NH', 'ABB', 'CESC', 'BPCL']",['Canara Bank'],Sell,11,"['clsa', 'CLSA Asia-Pacific Markets']",,
463,HDFC Sec-eRr Reports-D B Corp-Buy-Add on Dips to band-Target 460-500-Time Horizon-1 Year.pdf,['hdfcsec'],"['krinal.shah', 'nishaben.shankhala']","['DBCL IN', 'HDFC', 'DBCORP']",[],Buy,460,"['hdfcsec', 'HDFC sec Research']",,
464,IIB - EDEL pdf.pdf,['edelweissfin'],"['kunal.shah', 'prakhar.agarwal', 'nilesh.parikh', 'alok.shah']","['HDFC', 'MCL', 'ICICI']",[],Sell,7,['edelweissfin'],,
465,AMSC_News_2015_12_17_Financial.pdf,['Others'],['Shareholder.com'],[],[],Sell,2014,[],,
466,Macquarie- Fortis Healthcare (Outperform) - SRL demerged – to unlock value.pdf,['macquarie'],['alankar.garude'],['FORH IN'],[],Sell,22,"['macquarie', 'Macquarie Research']",,
467,DRRD-20150520-MOSL-CU-PG010.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Arvind.Bothra', 'anosh.Koppikar', 'Amey.Chalke']","['CIPLA', 'DRRD IN']",[],Buy,55,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
468,Va Tech Wabag India Ltd Q2FY16 Result Update.pdf,['edelweissfin'],"['ashish.kumar', 'rattanbir.sethi']",[],[],Buy,49,['edelweissfin'],,
469,The Paper Products Ltd - 3QCY12 - Result Update - 021112.pdf,['adityabirla'],['Administrator'],['PAPERPROD'],[],,,"['adityabirla', 'ABML Research']",,
470,BofA ML- Industrials - India - Q1FY17 preview - Order flows  profits looking up  execution challenges to persist.pdf,['baml'],"['tanuj.mukhija', 'shah.amish']","['BHEL', 'NHPC IN', 'GPPV IN', 'NTPC', 'KKC IN', 'ABB IN', 'LT', 'TCS', 'PWGR IN', 'SIEM IN', 'ADSEZ IN', 'NHPC', 'BHEL IN', 'LT IN', 'TPWR IN', 'NTPC IN', 'BEL', 'NH', 'INXW IN', 'BHE IN', 'ABB', 'VOLT IN']",[],Buy,11,['baml'],,
471,"[Kotak] Nestle India, October 26, 2018.pdf",['kotak'],"['aniket.sethi', 'kotak.research', 'rohit.chordia', 'jaykumar.doshi']",[],[],,12,"['kotak', 'Kotak Institutional Equities estimates']",,
472,ICNT-20170214-MOSL-RU-PG010.pdf,['motilaloswal'],['Varun.kumar'],['ICNT IN'],[],Buy,205,"['motilaloswal', 'Company']",,
473,Ambit Insights_30Nov2017.pdf,['ambit'],[None],"['RBL', 'ICICI', 'BEPL', 'SBIN', 'AXSB IN', 'ICICIBC IN', 'IDFC', 'BOB IN', 'ITC', 'UPL', 'ITC IN', 'HDFC', 'SBIN IN']",['Punjab National Bank'],Sell,3,"['ambit', 'sageoneinvestments', 'Ambit Capital research; Note']",,
474,Lovable Annual Report 2013.pdf,['linkintime'],['www.lovablelingeriegogreen'],"['FACT', 'SCI', 'TOTAL', 'CDSL', 'CONTI', 'LOVABLE', 'CHI', 'HDFC']","['HDFC Bank Ltd.', 'Lovable Lingerie Ltd.']",,,['linkintime'],,
475,Dr_Reddys_Labs_-_Update_-_Dec17_-_HDFC_sec.pdf,['hdfcsec'],"['amey.chalke', 'siddhant.mansukhani']","['HDFC', 'DRRD IN', 'TOTAL']",[],,,"['hdfcsec', 'HDFC sec Inst Research']",,
476,table-2.pdf,['Ace Equity'],['NA'],"['HFCL', 'KSK', 'NCC', 'KRBL', 'PVR', 'ICSA', 'KCP', 'PSL', 'TIL', 'MVL', 'HSIL', 'JCT', 'DCM', 'SRF', 'PVP', 'GTL', 'HEG', 'CESC', 'FDC', 'MRF', 'TI']",[],,,['Ace Equity'],,
477,EDEL- NBCC -errclub- Sanguine outlook.pdf,['edelweissfin'],"['nirav.sheth', 'parvez.qazi']","['PNC', 'NBCC']",[],Buy,2,"['edelweissfin', 'Edelweiss research']",,
478,[Kotak] Consumer Products (Cautious) Month in review - July 2017- GST-led price cuts underway.pdf,['kotak'],"['anand.shah', 'kotak.research', 'rohit.chordia']",['TI'],[],Sell,25,"['kotak', 'Kotak Institutional Equities']",,
479,Wipro - 1QFY19 RU - MOSt.pdf,['MotilalOswal'],"['Ashish.Chopra', 'Sagar.Lele', 'Anmol.Garg']",['WPRO IN'],[],Buy,582577,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
480,BULLS & BEARS - India Valuations Handbook - 20151103-MOSL.pdf,['motilaloswal'],"['kadambari.balachandran', 'Deven']","['ONGC', 'PNB', 'ITC', 'PSB', 'BHEL', 'NTPC', 'IDBI', 'PVR', 'GRUH', 'DLF', 'TCS', 'HDFC', 'ICICI', 'GAIL', 'SRF', 'NMDC', 'ACC', 'PTC', 'CESC', 'BPCL']","['Corporation Bank', 'Canara Bank', 'Indian Bank', 'Andhra Bank']",Buy,14,"['MotilalOswal', 'motilaloswal']",,
481,IDirect_InoxLeisure_Q1FY18.pdf,['icicisecurities'],"['pankaj.pandey', 'bhupendra.tiwary', 'research']",['ICICI'],[],Buy,2325,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
482,Cement Initiation Report.pdf,['quantcapital'],"['Mangesh.bhadang', 'Mangesh.Bhadang']","['ACC', 'GRASIM IN', 'NH', 'OCL', 'LT', 'GRASIM']",[],Sell,2391,"['quantcapital', 'Quant Broking']",,
483,IDirect_eClerx_Q1FY18.pdf,['icicisecurities'],"['deepti.tayal', 'pankaj.pandey', 'deepak.purswani', 'research']",['ICICI'],[],Sell,1145,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
484,ASHP_shortage_guide09.pdf,['ashp'],['standards'],[],[],,,['ashp'],,
485,1FinancialsStatement_RFacility_FY2015-16.pdf,['spcm'],"['suhas', 'pradeep']",['TOTAL'],[],,,['spcm'],,
486,Ashiana 2011-2012_Annual_Report.pdf,['ashianahousing'],['bhagwan'],"['ACC', 'ANUP', 'HAL', 'NH', 'ABHISHEK', 'TOTAL', 'ASHIANA', 'IDFC', 'SETCO', 'HR IN', 'ATUL', 'VARUN', 'HDFC']","['HDFC Bank Ltd.', 'Ashiana Housing Ltd.', 'Housing Development Finance Corporation Ltd.', 'Parsvnath Developers Ltd.', 'Cash & Cash Equivalent', 'Timken India Ltd.', 'Spectrum Commercials Ltd.', 'Mahindra Lifespace Developers Ltd.']",Sell,22,['ashianahousing'],,
487,LIC_Housing_Finance_-_4QFY18_-_HDFC_Sec.pdf,['hdfcsec'],"['Pranav.gupta', 'Darpin.shah']","['LICHF IN', 'NH', 'DHFL', 'HDFC']",[],Sell,636,"['hdfcsec', 'Company']",,
488,Greed and Fear - Shifting consensus.pdf,['clsa'],['christopher.wood'],[],[],,,"['clsa', 'Bloomberg']",,
489,Apna Supply Chain Weekly_Milind Shahane_05.02.15.pdf,['impact-logistics'],['sales'],[],[],,,['impact-logistics'],,
490,Ultratech Cement Ltd - Geojit BNP Paribas.pdf,['geojit'],"['grievances', 'customercare', 'compliance']",['ULTRACEMCO'],['Geojit Financial Services Ltd.'],Buy,3,['geojit'],,
491,Dec13_Economics of Financial Inclusion.pdf,['idfc'],['santosh.fernandes'],"['HDFC', 'IDFC', 'ICICI']",['Punjab National Bank'],,,"['idfc', 'IDFC Securities Research']",,
492,Jubiliant+Foodworks.pdf,['clsa'],"['compliance_hk', 'jaibir.sethi']",['JUBI IN'],[],,,"['clsa', 'Company']",,
493,IBA_PF_presentation_270407.pdf,['luthra'],['msaraf'],['NH'],[],,,['luthra'],,
494,ShowNews.pdf,['rathi'],"['shirishpardeshi', 'aniruddhajoshi1']",['LLL IN'],[],Buy,498,"['rathi', 'Company']",,
495,BNK_051616_25242.pdf,['bksec'],['ranjit.cirumalla'],[],[],Buy,27,"['bksec', 'B&K  Research']",,
496,Mahindra and Mahindra Financial Services-result update-Jul-13-EDEL.pdf,['edelweissfin'],"['kunal.shah', 'prakhar.agarwal', 'nischal.maheshwari', 'vikas.khemani', 'nirav.sheth', 'nilesh.parikh']","['HDFC', 'IDFC', 'ICICI']","['Union Bank Of India', 'Allahabad Bank', 'Oriental Bank Of Commerce', 'Punjab National Bank']",Buy,165,"['edelweissfin', 'Company']",,
497,Vinyl India 2018  - Brochure_19 March 2018.pdf,['eliteplus'],['diya'],['SIL'],[],,,['eliteplus'],,
498,India+Infrastructure+Insights.pdf,['citi'],"['venkatesh.balasubramaniam', 'deepal.delivala', 'atul.tiwari']","['NCC', 'IRB', 'GPPL', 'ABB', 'CESC', 'BHEL', 'NTPC']",[],Buy,12,"['citi', 'Citi Investment Research and Analysis']",,
499,Trisara-Signature-Villa_FromADMIN1.pdf,['trisara'],['reservations'],[],[],,,['trisara'],,
500,Indo-Count-CD.pdf,['cdequi'],"['kishan.gupta', 'research']","['ICL', 'ICIL', 'ICNT IN']",[],Buy,1057,['cdequi'],,
501,ECO-MONSOON-20140816-MOSL-ES-PG002.pdf,['motilaloswal'],"['kadambari.balachandran', 'reports', 'Dipankar.Mitra', 'Email:anosh.Koppikar']",[],[],Buy,3,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
502,EDELFLASH_-_SUN_PHARMA_-_IMPORT_ALERT_-_13-MAR-14.pdf,['edelweissfin'],"['nischal.maheshwari', 'anshumanm.gupta', 'perin.ali', 'vikas.khemani', 'nirav.sheth']",[],[],Buy,645,['edelweissfin'],,
503,Astral Poly Technik - EIf.pdf,['eisec'],['awanishc'],"['PREMIER', 'ASTRAL', 'BASF', 'TIL', 'TI']",['Astral Poly Technik Ltd.'],Buy,500,"['eisec', 'EISEC Research']",,
504,Bharat+Electronics+-+Visit+Update+-+Sep+13.pdf,['bksec'],['renjith.sivaram'],"['BHE IN', 'BEL']",[],Buy,23,['bksec'],,
505,indiainfo.pdf,['intimespectrum'],['ipo'],"['ICICI', 'TOTAL', 'CDSL', 'MCX', 'HDFC']",[],Sell,10,['intimespectrum'],,
506,banks_db_191011.pdf,['db'],"['abhay.laijawala', 'abhishek.saraf']","['ACC', 'ICICI', 'NH', 'IRB', 'ITC', 'DLF', 'NHPC', 'HDFC', 'NTPC', 'MIC', 'TI']",[],Buy,2011,['db'],,
507,HDFCB-RR-260417.pdf,['idbicapital'],"['pravin.mule', 'ravikant.bhat', 'dealing']","['ACC', 'HDFC', 'IDBI']",[],,,"['idbicapital', 'Company; IDBI Capital Research']",,
508,Deutsche Bank- Motherson Sumi Systems-eRrgrp- NDR takeaways – focus on technology will drive business growth.pdf,['db'],"['amyn.pirani', 'srini.rao']",['MSS IN'],[],Buy,,['db'],,
509,BNK_090215_195059.pdf,['bksec'],['ranjit.cirumalla'],"['PVR', 'GFLC IN', 'SRF', 'GFL']",[],Buy,,"['bksec', 'B&K  Research']",,
510,Corporate%20Governance.pdf,['Others'],['NA'],[],[],,,[],,
511,Affordable_Housing_in_India_2012.pdf,['ap'],"['ashutosh.limaye', 'subhankar.mitra', 'somdutta.dey', 'mitali.nanavaty', 'himadri.mayank']",['BANG'],[],Buy,10,"['ap', 'Jones Lang LaSalle Research']",,
512,Union Bank of India - 1QFY18 Earnings Report - Aug 17.pdf,['bksec'],"['anand.dama', 'jai.mundhra']",[],[],,1,['bksec'],,
513,IndusInd BankQ3FY14 RU.pdf,['uljk'],['Siddharth.purohit'],[],[],Buy,520,"['uljk', 'ULJK Research']",,
514,IBU_May03.pdf,['genesispr'],['cdalton'],[],[],,,['genesispr'],,
515,Havells Unaudited Financial Results Q3FY14.pdf,['havells'],['investors'],['HAVELLS'],[],,,['havells'],,
516,Exide_4QFY16 Results Review Final.pdf,['sparkcapital'],"['rseshan', 'mukesh']","['EXID IN', 'TOTAL']",[],Sell,22,"['sparkcapital', 'Spark Capital Research']",,
